,Pulse Rate,Body,SpO2,EEG A1-A2,EEG C3-A2,EEG C4-A1,Effort THO,Effort ABD,Tracheal
1468,55.0,6.0,96.1,24.916777294575386,37.1435263599603,35.46234836346987,1.228351262684062,1.3015945677882048,0.00123598077363241
1469,54.0,6.0,95.89999999999999,7.493659876401889,12.690028229190474,32.09999237048902,1.3015945677882048,0.3677424277103838,-0.00010681315327687495
1470,54.0,6.0,95.39999999999999,20.178912031738733,16.969390402075195,22.92993057145034,-0.016784924086366063,-0.4196231021591516,0.0016021972991531242
1471,54.0,6.0,94.99999999999999,42.95123216601813,32.86416418707557,8.563500419623068,-0.959792477302205,-1.197833218890669,0.0009002822919050889
1472,53.0,6.0,94.49999999999999,33.781170366979445,30.571648737315904,7.799328603036511,-0.7583733882658121,-0.7675288014038301,4.5777065690089265e-05
1473,53.0,6.0,94.3,18.039230945296374,15.44104676890208,27.056458381017745,-0.1266498817425803,-0.14496070801861602,-0.0014496070801861601
1474,53.0,6.0,94.3,13.759868772411656,24.45827420462345,41.270054169527704,-0.7400625619897765,-0.9323262378881514,0.001266498817425803
1475,53.0,6.0,94.3,25.833783474479254,35.00384527351794,36.53218890669105,-0.7949950408178835,-0.2822919050888838,-0.002243076218814374
1476,52.0,6.0,94.8,23.54126802471958,17.275059128709817,16.51088731212326,0.03814755474174106,0.6240939955748837,0.00038147554741741054
1477,52.0,6.0,95.99999999999999,2.1444571602959903,0.7689478904401881,21.248752574959912,-0.39215686274509803,0.2212558175020981,-0.0009918364232852674
1478,52.0,6.0,96.69999999999999,7.6464942397192,31.641489280537087,38.21336690318147,-0.3830014496070802,-0.35553521019302664,-0.0016021972991531242
1479,51.0,6.0,97.6,13.912703135728966,33.934004730296756,38.519035629816095,0.5508506904707409,1.2008850232700083,0.0009002822919050889
1480,51.0,6.0,97.89999999999999,11.161684596017361,12.07869077592123,38.366201266498784,0.1846341649500267,0.33112077515831234,0.0009308003356984817
1481,51.0,6.0,98.19999999999999,25.52811474784463,75.81062027924007,53.19113450827799,0.06561379415579462,0.11139085984588389,0.0006866559853513389
1482,51.0,6.0,98.19999999999999,33.475501640344824,31.488654917219772,37.44919508659492,0.23956664377813383,0.33112077515831234,0.0008392462043183033
1483,51.0,6.0,98.19999999999999,37.90769817654685,28.279133287556235,20.026077668421422,2.0798046845197224,1.3839932860303654,0.0009918364232852674
1484,51.0,6.0,98.3,12.537193865873164,25.222446021210008,27.820630197604302,-1.5548943312733654,-0.41046768902113373,0.001083390554665446
1485,51.0,6.0,98.3,0.46327916380556533,2.1444571602959903,36.073685816739115,-1.1795223926146334,-0.22735942626077668,0.0007171740291447319
1486,51.0,6.0,98.3,9.480506599526937,-8.859616998550429,7.493659876401889,-0.9048599984740978,-0.053406576638437474,0.001083390554665446
1487,51.0,6.0,98.3,14.982543678950146,1.2274509803921223,-17.418341344319867,1.9424734874494545,0.8163576714732586,0.0005951018539711605
1488,51.0,6.0,98.3,60.068680857557,78.56163881895168,21.86009002822916,2.8854810406652933,1.6403448538948653,0.0005951018539711605
1489,52.0,6.0,98.19999999999999,-7.025604638742692,-0.7593957427329256,49.370275425345206,5.7419699397268635,4.762340733958953,0.0017242694743266956
1490,52.0,6.0,97.99999999999999,-0.4537270160983029,14.829709315632835,38.671869993133406,-0.9140154116121156,0.29449912260624095,0.0012054627298390174
1491,52.0,6.0,97.89999999999999,31.18298619058515,26.445120927748498,27.209292744335055,-3.559929808499275,-1.8936446173800259,0.0008392462043183033
1492,52.0,6.0,97.69999999999999,41.575722896162326,57.3176623178454,34.85101091020062,1.7502098115510796,1.1184863050278477,0.0014496070801861601
1493,52.0,6.0,97.3,20.178912031738733,7.799328603036511,16.052384222171327,3.279163805600061,4.185549706263829,0.0018158236057068742
1494,52.0,6.0,96.8,14.065537499046277,44.47957579919124,64.34804303044172,-2.580300602731365,-0.06256198977645533,0.00038147554741741054
1495,52.0,6.0,96.8,30.571648737315904,33.781170366979445,9.786175326161558,-4.045166704814221,-4.191653315022507,0.0009002822919050889
1496,52.0,6.0,96.6,16.81655603875788,48.453269245441334,45.70225070572973,-1.0971236743724728,-2.140840772106508,0.0009613183794918746
1497,53.0,6.0,96.3,21.248752574959912,21.86009002822916,33.32266727702751,3.0045014114595254,-0.9140154116121156,-0.0029449912260624093
1498,53.0,6.0,95.69999999999999,-313.00000000000006,-198.83273060196848,214.5842221713588,3.2608529793240253,7.115281910429541,-0.002212558175020981
